Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Realization,HermiT_Realization,JFact_Realization,Konclude_Realization,Openllet_Realization,Pellet_Realization,KoncludeCLI_Realization,Factpp_Loading,HermiT_Loading,JFact_Loading,Konclude_Loading,Openllet_Loading,Pellet_Loading,Factpp_Realization_LoadingAdded,HermiT_Realization_LoadingAdded,JFact_Realization_LoadingAdded,Konclude_Realization_LoadingAdded,Openllet_Realization_LoadingAdded,Pellet_Realization_LoadingAdded,KoncludeCLI_Realization_LoadingAdded
ore_ont_6461.owl,53,0,318,264,135,128,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0011,0.0586,0.0491,0.0057,0.0117,0.008,0.0202,0.0043,0.0224,0.0101,0.034,0.0152,0.0141,0.0054,0.081,0.059199999999999996,0.0397,0.0269,0.0221,0.0202
ore_ont_8335.owl,116,0,426,305,132,166,7,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.2793,0.0666,0.0056,0.026,0.0262,0.023,0.0055,0.0245,0.0098,0.0336,0.0162,0.0122,0.0072,0.3038,0.07640000000000001,0.0392,0.0422,0.038400000000000004,0.023
ore_ont_2775.owl,116,0,426,305,132,166,7,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.2837,0.0634,0.0059,0.0283,0.0226,0.023,0.0045,0.0234,0.0101999999999999,0.0333,0.0139,0.0128,0.0062,0.3071,0.0735999999999999,0.039200000000000006,0.0422,0.0354,0.023
ore_ont_16827.owl,80,99,442,269,166,103,0,0,93,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0011,0.0494,0.0675,0.0156,0.0535,0.0356,0.0338,0.0125,0.0234999999999999,0.0089,0.0336,0.0186,0.0142,0.013600000000000001,0.0728999999999999,0.07640000000000001,0.049199999999999994,0.0721,0.0498,0.0338
ore_ont_14588.owl,26,47,298,237,122,105,10,16,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0012,0.0228,0.0443,0.0091,0.0288,,0.0285,0.005,0.0387,0.0083,0.0347,0.0204,,0.0062,0.0615,0.0526,0.043800000000000006,0.0492,,0.0285
ore_ont_1524.owl,106,100,435,321,117,200,4,6,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0015,0.0411,0.0528,0.0056,0.0292,0.0245,0.0255,0.006,0.0327,0.0083,0.0348,0.0214,0.0175,0.0075,0.0738,0.0611,0.0404,0.0506,0.042,0.0255
ore_ont_9462.owl,104,128,455,350,221,128,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0011,0.0605999999999999,0.05,0.0057,0.0204,0.017,0.0231,0.0054,0.0218,0.0081999999999999,0.0344,0.0186,0.0159,0.006500000000000001,0.08239999999999989,0.058199999999999905,0.0401,0.039,0.0329,0.0231
ore_ont_15421.owl,74,72,300,223,114,108,1,1,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.002,0.0373,,0.0084,0.0481,0.0388,0.0326,0.0049,0.0314,0.0078999999999999,0.0401,0.0209,0.0157,0.0069,0.0687,,0.048499999999999995,0.06899999999999999,0.0545,0.0326
ore_ont_7417.owl,117,63,479,328,168,135,25,12,23,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.0333,0.047,0.0081,0.0316,0.0264,0.0257,0.0046,0.034,0.0097,0.0383,0.0205,0.0165,0.0063,0.0673,0.0567,0.0464,0.05210000000000001,0.0429,0.0257
ore_ont_3936.owl,122,200,462,332,128,200,4,0,9,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0025,0.0386,,0.0062,0.0246,0.0205,0.0281,0.0054,0.0259,0.0094,0.0362,0.0195,0.016,0.0079,0.0645,,0.0424,0.0441,0.036500000000000005,0.0281
ore_ont_16723.owl,43,45,345,264,138,110,16,12,27,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0014,0.0319,0.0411,0.0081,0.027,0.0225,0.0263,0.0043999999999999,0.0306,0.0077,0.0331,0.0183,0.0149,0.0057999999999999,0.0625,0.048799999999999996,0.0412,0.0453,0.0374,0.0263
ore_ont_13132.owl,64,98,591,477,146,302,29,20,31,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0058,0.1732,0.1133999999999999,0.011,0.4466,0.2588,0.0351,0.0061,0.0369,0.0085,0.0446,0.0199,0.0171,0.0119,0.2101,0.1218999999999999,0.0556,0.4665,0.2759,0.0351
ore_ont_13885.owl,36,14,488,397,141,189,67,4,51,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0031,0.0399,0.0636,0.0133,0.0364,0.0271,0.0323,0.0053,0.0397,0.011,0.0429,0.0231,0.0184,0.0084,0.0796,0.0746,0.0562,0.0595,0.0455,0.0323
ore_ont_16274.owl,99,115,485,369,126,230,13,6,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.0325,0.056,0.0067,0.0276,0.024,0.0275,0.005,0.0321,0.0093,0.0385,0.0244999999999999,0.0174,0.0067,0.06459999999999999,0.0653,0.0452,0.052099999999999896,0.0414,0.0275
ore_ont_3205.owl,59,60,362,287,167,119,1,14,2,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0022,0.0212,0.0382,0.005,0.0258,0.0222,0.0231,0.0057,0.0344,0.0078,0.0354,0.0211999999999999,0.0222,0.0079,0.0556,0.046,0.0404,0.0469999999999999,0.0444,0.0231
ore_ont_16267.owl,121,163,660,479,172,249,58,0,62,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0021,0.0599,0.0809,0.0131,0.0474,0.0378999999999999,0.0362,0.0066,0.0288,0.0093,0.0406,0.0215,0.0173,0.0087,0.0887,0.0902,0.0537,0.06889999999999999,0.0551999999999999,0.0362
ore_ont_16630.owl,30,152,374,290,98,183,8,16,39,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0025,0.2467,0.082,0.0101,0.0369,0.0364,,0.0087,0.0381,0.0088,0.0395999999999999,0.022,0.0161,0.0112,0.2848,0.0908,0.0496999999999999,0.0589,0.052500000000000005,
ore_ont_16814.owl,28,42,364,287,163,102,22,11,39,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0018,0.2354,0.0567,0.0116,0.1129,0.0891,0.0328,0.0043,0.0412,0.0083,0.0385,0.0173,0.0144,0.0060999999999999995,0.2766,0.065,0.0501,0.1302,0.1035,0.0328
ore_ont_16197.owl,65,58,315,227,109,118,0,6,18,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0009,0.0652,0.0424,0.0071,0.0299,0.0214,0.0296,0.0054,0.0318,0.0077,0.0363,0.0186999999999999,0.0159,0.0063,0.097,0.0501,0.0434,0.0485999999999999,0.0373,0.0296
ore_ont_12150.owl,127,131,445,291,140,132,19,0,28,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0016,0.0341,0.0631,0.0081999999999999,0.0272,0.0272,0.0267,0.0058,0.022,0.0087999999999999,0.0349,0.0183,0.0199,0.0073999999999999995,0.0561,0.07189999999999991,0.0430999999999999,0.0455,0.0471,0.0267
ore_ont_10894.owl,148,109,568,411,169,237,5,6,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0024,0.0519,0.0717,0.006,0.0434,0.0332,0.0287,0.0052999999999999,0.0347,0.0088,0.0377,0.0232,0.0214,0.0076999999999999,0.08660000000000001,0.0805,0.043699999999999996,0.06659999999999999,0.054599999999999996,0.0287
ore_ont_9928.owl,167,0,671,500,166,333,1,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0031,0.1298,0.1147999999999999,0.0059,0.0141,0.0103,0.0259,0.0072,0.0215,0.0112,0.0392,0.0174,0.0165,0.0103,0.1513,0.1259999999999999,0.0451,0.0315,0.0268,0.0259
ore_ont_7789.owl,49,122,538,437,130,290,17,17,36,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0019,0.0756,0.0654,0.0097,0.0385,0.0263,0.0363,0.0054,0.0365,0.0092,0.0453,0.0219,0.0187,0.0073,0.1121,0.0746,0.055,0.060399999999999995,0.045,0.0363
ore_ont_1988.owl,115,94,428,310,100,210,0,0,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0018,0.0457999999999999,0.0708,0.0056,0.0324,0.0267999999999999,0.0244,0.0058,0.0248,0.009,0.0366,0.0183,0.018,0.007599999999999999,0.0705999999999999,0.0798,0.0422,0.050699999999999995,0.044799999999999895,0.0244
ore_ont_3281.owl,127,83,563,420,189,219,12,6,11,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0029,0.0712,0.0621,0.0082,0.0476,0.0356,0.0347,0.0061,0.0425,0.0091,0.0443,0.0237,0.0229,0.009000000000000001,0.1137,0.0712,0.0525,0.0713,0.058499999999999996,0.0347
ore_ont_11004.owl,29,54,518,405,267,109,29,37,47,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0014,0.2563,0.0608,0.0107,0.0293,,0.0312,0.0075,0.0424,0.0079,0.0394,0.0221999999999999,,0.0089,0.29869999999999997,0.0687,0.0501,0.0514999999999999,,0.0312
ore_ont_10199.owl,36,84,419,336,120,180,36,0,47,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0013,0.0663,0.0453,0.0231,0.0365,0.0325,0.0402,0.0065,0.0226,0.0079,0.0372,0.0179,0.0166,0.0078,0.08889999999999999,0.0532,0.06029999999999999,0.0544,0.049100000000000005,0.0402
ore_ont_7800.owl,36,84,419,336,120,180,36,0,47,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0015,0.0717,0.0464,0.0217,0.0358,0.0264,0.0397,0.0089,0.0232,0.0075,0.036,0.0177,0.0175,0.0104,0.0949,0.053899999999999997,0.0577,0.0535,0.0439,0.0397
ore_ont_3053.owl,87,85,524,396,203,192,1,20,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.0398,0.0064,0.0379,0.008,0.0406,0.0205,0.0194,,,,,,,0.0398
ore_ont_11203.owl,59,48,562,334,94,103,137,0,170,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0017,0.0741,0.062,0.0315,0.1216,0.1247,0.0524,0.006,0.0229,0.0093,0.0388,0.018,0.0191,0.0077,0.097,0.0713,0.0703,0.1396,0.1438,0.0524
ore_ont_14379.owl,80,45,465,342,200,140,2,23,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.004,0.0406,,0.0135,0.0636,,0.038,0.0051,0.0598,0.01,0.0437,0.0264,,0.0091,0.10039999999999999,,0.0572,0.09,,0.038
ore_ont_11533.owl,35,25,480,379,195,173,11,43,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.051,0.0713,0.0095,0.0322,,0.0318,,0.0371,0.0105,0.0436,0.0193,,,0.0881,0.0818,0.0531,0.051500000000000004,,0.0318
ore_ont_11592.owl,170,81,625,434,167,256,11,8,14,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.2236,0.062,0.0073,0.0283,,0.0303,0.0056,0.0351,0.009,0.0414,0.0218,,0.0073,0.2587,0.071,0.0487,0.0501,,0.0303
ore_ont_16670.owl,49,56,528,411,221,179,11,45,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0524,0.0655,0.0097,0.0342,0.0352,0.0298,,0.0392999999999999,0.01,0.04,0.0216999999999999,0.0195,,0.09169999999999989,0.0755,0.0497,0.0558999999999999,0.0547,0.0298
ore_ont_10580.owl,133,0,695,531,235,273,23,0,31,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0071,1.2544,0.1192,0.0092,0.0948,0.1585,0.0315,0.0055,0.0356,0.012,0.0435,0.0175999999999999,0.0169,0.0126,1.29,0.1312,0.0527,0.11239999999999989,0.1754,0.0315
ore_ont_6859.owl,170,81,625,434,167,256,11,8,14,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.2227,0.0583,0.0074,0.0316,,0.0306,0.0052,0.0339999999999999,0.0098,0.0433,0.0241,,0.0069,0.25669999999999993,0.0681,0.050699999999999995,0.0557,,0.0306
ore_ont_1866.owl,49,56,526,410,221,178,11,44,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0505,0.0647,0.0103,0.0342,0.0447,0.0297,,0.0424999999999999,0.01,0.0402,0.0234,0.0219,,0.0929999999999999,0.07469999999999999,0.0505,0.0576,0.06659999999999999,0.0297
ore_ont_15068.owl,213,166,590,377,211,166,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.001,0.0445,0.0332999999999999,0.0063,0.0282,0.0301,0.0305,0.0063999999999999,0.0248,0.0089,0.0349,0.0203999999999999,0.0196,0.0073999999999999,0.0693,0.0421999999999999,0.0412,0.0485999999999999,0.049699999999999994,0.0305
ore_ont_13129.owl,40,24,452,366,164,166,34,37,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,0.0651,0.0054,0.032,,0.023,,,0.0089,0.0418,0.0271,,,,0.07400000000000001,0.0472,0.0591,,0.023
ore_ont_4035.owl,131,0,752,619,235,382,2,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0046,0.1942,0.1326,0.006,0.4992,0.418,0.027,0.006,0.027,0.0113,0.0435,0.0188,0.0151,0.0106,0.2212,0.1439,0.049499999999999995,0.518,0.4331,0.027
ore_ont_16033.owl,156,269,530,374,105,269,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0012,0.0221,0.064,0.0055,0.0228,0.0187,0.0273,0.0087,0.0217,0.0098,0.0368999999999999,0.0209,0.016,0.009899999999999999,0.043800000000000006,0.0738,0.042399999999999896,0.0437,0.0347,0.0273
ore_ont_5074.owl,156,269,530,374,105,269,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0014,0.0243,0.064,0.0055,0.0236,0.0175999999999999,0.0272,0.0049,0.0225,0.0084,0.0362,0.0203,0.0181,0.0063,0.046799999999999994,0.0724,0.0417,0.043899999999999995,0.0356999999999999,0.0272
ore_ont_13799.owl,46,45,406,349,235,109,5,2,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.003,0.1362,0.087,0.0164,0.1326,,0.0448,0.0045,0.0393,0.0086,0.0462,0.0201,,0.0075,0.1755,0.09559999999999999,0.0626,0.1527,,0.0448
ore_ont_10681.owl,36,56,554,449,140,298,11,46,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0491,0.0669,0.0075,0.0233,,0.0321,,0.0312,0.0105,0.045,0.0227,,,0.0803,0.0774,0.0525,0.046,,0.0321
ore_ont_12323.owl,83,56,598,447,257,178,12,44,25,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0555,0.0759,0.0106,0.0459,0.0329,0.0308,,0.0406,0.0104,0.0422,0.0238999999999999,0.0209,,0.09609999999999999,0.08629999999999999,0.0528,0.0697999999999999,0.0538,0.0308
ore_ont_14800.owl,83,56,598,447,257,178,12,44,25,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0508,0.0795,0.0107,0.0448,0.0417,0.0309,,0.044,0.0089,0.0440999999999999,0.0217,0.0216,,0.0948,0.0884,0.054799999999999904,0.0665,0.0633,0.0309
ore_ont_1430.owl,46,93,565,483,178,305,0,17,19,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0021,0.0283,0.057,0.0066,0.0257,0.0227,0.033,0.0067,0.0327,0.0085,0.0484,0.0241,0.0243,0.0088,0.061,0.0655,0.055,0.0498,0.047,0.033
ore_ont_14175.owl,100,190,658,463,269,181,13,0,97,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.003,0.0688,0.0861,0.0185,0.0877,0.0843,0.0416,0.0061,0.0268,0.0102,0.0423,0.0231,0.0185,0.0091,0.0956,0.0963,0.06079999999999999,0.1108,0.1028,0.0416
ore_ont_1898.owl,34,56,625,522,195,316,11,46,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.059,,0.0096,0.0322,,0.0365,,0.0426,0.0098999999999999,0.0511999999999999,0.0262999999999999,,,0.1016,,0.060799999999999896,0.0584999999999999,,0.0365
ore_ont_5932.owl,200,105,719,492,191,279,22,0,29,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0018,0.2106,0.0733,0.0097,0.0316,0.0279,0.0355,0.0069,0.0291,0.009,0.0443,0.0216,0.0193,0.0087,0.23970000000000002,0.0823,0.054,0.053200000000000004,0.047200000000000006,0.0355
ore_ont_4133.owl,290,50,757,456,345,110,1,0,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0025,0.2214,0.0706,0.0093,0.0651,0.0502,0.0322,0.0054,0.0278,0.0091,0.0406,0.0233,0.0171,0.0079,0.2492,0.0797,0.0499,0.0884,0.0673,0.0322
ore_ont_13872.owl,159,48,813,522,207,112,203,0,133,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.133,0.4632,0.7199,0.0293,0.2137,0.2039,0.0546,0.0058,0.034,0.0098,0.0475999999999999,0.0207,0.0187,0.1388,0.4972,0.7297,0.0768999999999999,0.2344,0.2226,0.0546
ore_ont_85.owl,32,56,654,554,246,297,11,45,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0569,0.0833,0.0094,0.039,,0.0374,,0.0433,0.0093999999999999,0.0532,0.0273,,,0.1002,0.0926999999999999,0.0626,0.0663,,0.0374
ore_ont_15103.owl,34,56,605,503,195,297,11,45,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0463,0.0882,0.0095,0.0348,,0.0363,,0.0381,0.01,0.0541,0.0243,,,0.0844,0.0982,0.0636,0.0591,,0.0363
ore_ont_13704.owl,17,46,358,301,116,183,2,15,26,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0011,0.0356,0.0489,0.0092,0.0262,,0.0304,0.0049,0.0305,0.0076,0.0409,0.0179,,0.006,0.06609999999999999,0.0565,0.0501,0.0441,,0.0304
ore_ont_13833.owl,311,0,1071,757,347,410,0,0,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0039,0.0523,0.1490999999999999,0.0068,0.0148,0.0105,0.0298,0.008,0.0266,0.0146,0.0467,0.0189,0.0166,0.0119,0.0789,0.1636999999999999,0.0535,0.0337,0.0271,0.0298
ore_ont_15514.owl,194,50,613,393,247,132,14,0,27,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0094,0.08,0.1514,0.0151,38.3522,0.477,0.0403,0.0056,0.0383,0.0097,0.0452,0.0222,0.0201,0.015,0.1183,0.16110000000000002,0.0603,38.3744,0.4971,0.0403
ore_ont_13584.owl,118,117,1061,825,257,393,175,23,96,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0095,7.4633,,0.0289,0.5329,0.3753,0.065,0.0095,0.0718,0.0099999999999999,0.0607,0.0263,0.022,0.019,7.5351,,0.0896,0.5592,0.39730000000000004,0.065
ore_ont_15291.owl,224,66,868,569,270,180,119,9,67,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0043,2.1142,0.099,0.0167,0.2022,,0.0422,0.007,0.0607,0.0109,0.0518,0.0242,,0.011300000000000001,2.1749,0.1099,0.0685,0.2264,,0.0422
ore_ont_5204.owl,71,88,481,364,163,163,38,3,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0031,0.4735,0.0622,0.0134,0.0583,0.052,0.038,0.0048,0.0462,0.0091,0.0431,0.0218,0.0163,0.007899999999999999,0.5196999999999999,0.0713,0.0565,0.0801,0.0683,0.038
ore_ont_10009.owl,36,56,635,530,221,298,11,46,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0499,0.0829,0.0098999999999999,0.0408,,0.0381,,0.0436999999999999,0.0103,0.0509,0.0266,,,0.0935999999999999,0.0932,0.0607999999999999,0.0674,,0.0381
ore_ont_568.owl,254,158,829,535,333,200,2,0,42,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0043,0.53,0.1156,0.012,0.1141,0.1076,0.0466,0.0071,0.0282,0.0109,0.0489,0.0242,0.019,0.0114,0.5582,0.1265,0.060899999999999996,0.13829999999999998,0.1266,0.0466
ore_ont_15058.owl,27,48,552,447,272,105,70,38,41,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0043,0.2482,0.0684,0.0163,0.0361,0.0282,0.0386,0.0048,0.0497,0.0084,0.0422,0.0198,0.0175,0.0091,0.2979,0.07680000000000001,0.058499999999999996,0.055900000000000005,0.045700000000000005,0.0386
ore_ont_4719.owl,104,160,805,593,347,194,52,56,53,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0038,1.4509,0.1176,0.0143,0.06,0.04,0.0402,0.0096,0.0477,0.0103,0.046,0.024,0.02,0.013399999999999999,1.4986000000000002,0.12789999999999999,0.0603,0.08399999999999999,0.06,0.0402
ore_ont_3022.owl,36,56,635,530,221,298,11,46,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0503,0.0826,0.0097,0.0416,,0.0378,,0.0418999999999999,0.0112,0.0507,0.0267,,,0.0921999999999999,0.09380000000000001,0.0604,0.0683,,0.0378
ore_ont_12369.owl,36,56,634,530,221,298,11,46,23,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.046,0.0826,0.0110999999999999,0.0387,,0.0394,,0.0462,0.0098,0.0499999999999999,0.0295,,,0.0922,0.09240000000000001,0.0610999999999998,0.0682,,0.0394
ore_ont_5509.owl,311,417,1029,718,301,417,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0017,0.0448,0.0926,0.0068,0.019,0.0173,0.0323,0.0072999999999999,0.027,0.0102,0.0427,0.0253,0.0222,0.0089999999999999,0.0718,0.1028,0.0495,0.0443,0.0395,0.0323
ore_ont_7988.owl,41,49,663,553,333,215,5,37,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0025,0.0325,0.0814,0.0139,0.0379,,0.0417,0.0073999999999999,0.043,0.0088,0.0494,0.028,,0.0098999999999999,0.0755,0.0902,0.0633,0.0659,,0.0417
ore_ont_15010.owl,178,0,706,519,339,180,0,0,9,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.018,0.0516999999999999,0.2286,0.0152,0.1825,0.1087,0.0372,0.0064,0.044,0.0099,0.0446,0.022,0.0193,0.024399999999999998,0.0956999999999999,0.2385,0.0598,0.2045,0.128,0.0372
ore_ont_12112.owl,50,62,452,340,208,121,11,43,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0481,0.0672,0.009,0.03,0.0343,0.0291,,0.0438,0.0097,0.0388,0.0187,0.0166,,0.0919,0.0769,0.0478,0.0487,0.0509,0.0291
ore_ont_13398.owl,136,0,947,808,413,392,3,0,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0057,0.1955,0.1322,0.0061,1.0497,0.9941,0.0289,0.0076,0.0288,0.0142999999999999,0.0478,0.0188,0.02,0.0133,0.2243,0.1464999999999999,0.0539,1.0685,1.0141,0.0289
ore_ont_7011.owl,244,180,859,602,403,190,9,1,13,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0585,0.6098,0.6094,0.0852,0.4847,0.3776,0.1196,0.007,0.0579,0.0121,0.0546,0.0268,0.0206,0.0655,0.6677,0.6215,0.1398,0.5115000000000001,0.3982,0.1196
ore_ont_7179.owl,84,57,588,422,226,123,73,19,66,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.039,0.006,0.0493999999999999,0.0094,0.0438,0.0249999999999999,0.0219,,,,,,,0.039
ore_ont_15596.owl,224,82,951,651,270,262,119,10,67,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0042,2.6785,0.0887999999999999,0.0165,0.2286,,0.0438,0.0068,0.0577,0.0109,0.0489,0.0262999999999999,,0.011,2.7362,0.0996999999999999,0.0654,0.2548999999999999,,0.0438
ore_ont_7894.owl,253,0,1242,987,368,619,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0039,0.0390999999999999,0.1485,0.0064,0.014,0.0109,0.0321,0.0077,0.031,0.0146,0.0518,0.0206,0.0179,0.0116,0.0700999999999999,0.1631,0.0582,0.0346,0.0288,0.0321
ore_ont_8975.owl,224,82,951,651,270,262,119,10,67,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0041,2.6718,0.0958,0.0158,0.2069,,0.044,0.0076,0.0544,0.0101999999999999,0.0478,0.0257999999999999,,0.0117,2.7262,0.1059999999999999,0.0636,0.2326999999999999,,0.044
ore_ont_10571.owl,224,82,951,651,270,262,119,10,67,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0043,2.6414,0.1031,0.0157,0.2415,,0.0442,0.0107,0.0574,0.0099999999999999,0.0521,0.0246,,0.015,2.6988,0.1130999999999999,0.0678,0.2661,,0.0442
ore_ont_14185.owl,340,482,1152,812,330,482,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.002,0.0503,0.0991,0.0063,0.0207,0.0175999999999999,0.0342,0.0075,0.0307,0.0127,0.0467,0.0257,0.0214,0.0095,0.081,0.1118,0.053,0.0464,0.038999999999999896,0.0342
ore_ont_9690.owl,85,204,875,691,228,448,15,29,71,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0014,0.0535,0.0711,0.0136,0.0371,0.0367,0.0429,0.0066,0.04,0.0094,0.0471,0.0229,0.0219,0.008,0.0935,0.0805,0.060700000000000004,0.06,0.0586,0.0429
ore_ont_8362.owl,26,100,713,627,170,445,12,23,38,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0082,,0.1575,0.0353,,,0.0455,0.0072,0.0413,0.0094,0.0626,0.0249,,0.0154,,0.1669,0.0979,,,0.0455
ore_ont_12566.owl,170,75,904,605,463,108,34,24,106,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0124,0.2450999999999999,0.1463,0.0447,0.1158,,0.0724,0.0078,0.0499,0.0112,0.0448999999999999,0.0251,,0.0202,0.29499999999999993,0.1575,0.0895999999999999,0.1409,,0.0724
ore_ont_2303.owl,142,0,1061,917,379,537,1,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.004,0.1598,0.1164999999999999,0.0058,0.0469,0.037,0.0305,0.0059,0.0261,0.0121,0.0515,0.0186999999999999,0.0195,0.009899999999999999,0.1859,0.12859999999999988,0.0573,0.0655999999999999,0.056499999999999995,0.0305
ore_ont_13805.owl,75,161,674,587,163,416,8,1,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.8716,0.4895,5.7849,0.0087,0.3197,,0.049,0.0067,0.0507,0.0091,0.0613999999999999,0.0236,,0.8783000000000001,0.5402,5.7940000000000005,0.0700999999999999,0.3433,,0.049
ore_ont_7668.owl,74,161,689,603,179,416,8,1,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.2728,0.7733,7.8277,0.0244,0.681,,0.0744,0.0059999999999999,0.0545,0.0096,0.074,0.0235,,1.2788,0.8278,7.8373,0.0984,0.7045,,0.0744
