Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Classification,HermiT_Classification,JFact_Classification,Konclude_Classification,Openllet_Classification,Pellet_Classification,KoncludeCLI_Classification
ore_ont_15160.owl,73,0,378,216,144,0,72,0,89,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.001,0.0372,0.0421,0.003,0.0318,0.0349999999999999,0.0201
ore_ont_15421.owl,74,72,300,223,114,108,1,1,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.0264,,0.0064,0.0479,0.0397,0.0294
ore_ont_1746.owl,151,0,301,150,150,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0004000000000000001,0.0196,0.0226,0.003,0.008,0.0076,0.0195
ore_ont_14926.owl,240,0,479,239,239,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0007,0.032,0.0216,0.0034,0.0092,0.0093,0.0211
ore_ont_15576.owl,269,0,535,266,266,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0008,0.0303,0.0268,0.0036,0.0093,0.0085,0.0217
ore_ont_10407.owl,51,0,238,107,107,0,0,43,38,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0097,,0.1193,0.1663,0.1003,0.1514,0.1891
ore_ont_9941.owl,51,0,238,107,107,0,0,43,38,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.009,,0.1224,0.1703,0.11,0.1528,0.1882
ore_ont_1662.owl,74,2,385,220,146,1,73,0,91,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.001,0.0363,0.0444,0.0032,0.046,0.0409999999999999,0.0197
ore_ont_14273.owl,72,10,382,220,142,7,71,0,90,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0012,0.0406,0.0467,0.0029,0.0425,0.0401,0.0196
ore_ont_11522.owl,123,0,472,271,242,0,29,0,79,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0018,0.0431,0.0592,0.0036,0.043,0.0394,0.0217
ore_ont_10823.owl,74,5,386,222,146,3,73,0,90,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.001,0.0377,0.0453,0.0031,0.0403,0.0419999999999999,0.0194
ore_ont_13524.owl,77,2,400,229,152,1,76,0,94,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0014,0.0396,0.0511999999999999,0.003,0.047,0.0458,0.0197
ore_ont_420.owl,170,5,419,198,193,5,0,4,47,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0009,0.0381,0.0388,0.0031,0.0301,0.0258,0.0204
ore_ont_7417.owl,117,63,479,328,168,135,25,12,23,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0019,0.0407,0.0454,0.0033,0.0266,0.0303,0.0211
ore_ont_12653.owl,22,0,254,178,158,0,20,19,36,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0021,0.1521,0.0912,0.0118,,,0.0275
ore_ont_14831.owl,8,2,348,213,108,1,104,0,128,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0013,0.0417,0.0484,0.0026,0.0718,0.0683,0.0201
ore_ont_16594.owl,167,0,433,255,247,0,8,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0022,0.03,0.046,0.0035,0.0196,0.0173,0.0209
ore_ont_3592.owl,45,1,364,245,237,1,7,33,42,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.0502,0.0502,0.0036,0.0279,0.0389,0.0208
ore_ont_8226.owl,105,0,269,137,128,0,9,0,27,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0018,0.0254,0.0486,0.0031,0.0134,0.0145,0.0197
ore_ont_6485.owl,120,0,327,201,191,0,10,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0098,0.0694999999999999,0.105,0.0262,0.1491,8.2977,0.0453
ore_ont_8806.owl,166,0,451,274,268,0,6,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.002,0.0283,0.054,0.0033,0.0115,0.0088,0.0203
ore_ont_6812.owl,88,0,186,98,98,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0005,0.0144,0.0168,0.0031,0.0067,0.0051,0.0183
ore_ont_5742.owl,88,0,186,98,98,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0009,0.0149,0.0169,0.0029,0.0072,0.0068,0.0184
ore_ont_6207.owl,264,0,550,281,277,0,4,0,5,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0018,0.0354,0.0383,0.0037,0.0112,0.0095,0.0214
ore_ont_9736.owl,138,0,292,145,137,0,8,5,5,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0006000000000000001,0.0289,0.0222,0.0032,0.0196,0.0173,0.0196
ore_ont_5089.owl,111,0,381,223,159,0,64,0,49,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0024,0.0345,0.0574999999999999,0.0035,0.0323,0.0249,0.0212
ore_ont_6333.owl,81,0,295,206,193,0,13,0,9,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0146,,0.1217,0.101,0.396,0.3857,0.1171
ore_ont_14826.owl,93,0,322,165,149,0,16,0,66,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0013,0.0422,0.0514,0.0034,0.0519,0.0426,0.0203
ore_ont_2837.owl,30,24,241,167,89,54,24,1,45,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0014,0.0317,0.0479,0.0044,0.0355,0.0366,0.0227
ore_ont_6855.owl,13,33,324,273,124,137,12,15,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0014,0.0326,0.0444,0.003,0.0205,,0.0214
ore_ont_10088.owl,62,0,360,250,213,0,37,0,50,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0011,0.0313,0.0431,0.003,0.0208,0.0237999999999999,0.0195
ore_ont_3639.owl,71,0,300,189,160,0,29,4,37,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0014,0.0269,0.0429,0.0031,0.0318,0.0281,0.0189
ore_ont_11497.owl,105,0,389,279,276,0,3,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0021,0.0223,0.0535,0.0035,0.4764,0.4179,0.0201
ore_ont_385.owl,46,8,342,232,203,11,18,10,55,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.0485,0.0569,0.0038,0.0328,0.0257,0.0219
ore_ont_11676.owl,80,6,422,242,158,5,79,0,100,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.001,0.0421,0.0479,0.003,0.0575,0.0437,0.0199
ore_ont_11291.owl,55,0,255,170,162,0,8,2,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0021,0.0278999999999999,0.0392,0.0048,0.0304,0.0344,0.0211
ore_ont_15461.owl,40,1,332,224,216,1,7,31,38,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0012,0.0458999999999999,0.0457,0.0038,0.0319,0.0294,0.0198
ore_ont_12584.owl,76,8,399,229,150,4,75,0,94,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0016,0.0388,0.0545,0.003,0.0476,0.0339999999999999,0.02
ore_ont_3936.owl,122,200,462,332,128,200,4,0,9,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0027,0.0185,,0.0036,0.0259,0.0248,0.0224
ore_ont_5258.owl,151,19,464,265,226,39,0,0,50,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0009,0.0344,0.0472999999999999,0.0036,0.0294,0.0274,0.0223
ore_ont_3260.owl,39,1,336,224,214,1,9,35,39,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0015,0.0549,0.0485,0.0039,0.0273,0.0254,0.02
ore_ont_2557.owl,85,2,438,253,168,1,84,0,100,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.001,0.042,0.0695,0.0031,0.0507,0.0399,0.0201
ore_ont_258.owl,275,0,546,271,271,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0006000000000000001,0.0333,0.0294,0.0038,0.0085,0.0073999999999999,0.0217
ore_ont_9666.owl,21,1,308,229,163,2,64,3,56,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0009,0.0535999999999999,0.0326,0.0035,0.0261,0.0242,0.0188
ore_ont_6260.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0019,0.0707,0.0514,0.003,0.0253,0.0214,0.0201
ore_ont_6470.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0012,0.0675,0.0573,0.0028,0.0219,0.0227,0.0199
ore_ont_5572.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0016,0.0684,0.0546,0.0028,0.0257,0.0205,0.0195
ore_ont_2989.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.001,0.0698,0.0506999999999999,0.0028,0.0247,0.0216,0.0196
ore_ont_11523.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0014,0.0742,0.0502,0.0029,0.0245,0.0259,0.0198
ore_ont_10537.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0012,0.0697,0.0509,0.0028,0.0233,0.0223,0.0202
ore_ont_16359.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0013,0.0716,0.0520999999999999,0.003,0.0249,0.0242,0.0195
ore_ont_6617.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0013,0.0705,0.0504,0.0033,0.024,0.0252,0.0198
ore_ont_9002.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0015,0.0692,0.0527,0.0031,0.0223,0.0203999999999999,0.0194
ore_ont_16855.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0012,0.0794,0.0491,0.0029,0.0234,0.0239,0.0197
ore_ont_10888.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0013,0.0682,0.0506,0.0032,0.0259,0.022,0.0195
ore_ont_3270.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0015,0.0737,0.0499999999999999,0.0033,0.0229,0.0192,0.0195
ore_ont_202.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0015,0.0695,0.0506999999999999,0.0031,0.0229,0.0218,0.0196
ore_ont_4193.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0012,0.0703,0.0521999999999999,0.0032,0.0248,0.0229,0.0194
ore_ont_1902.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0012,0.0718,0.0469,0.0031,0.0217,0.0238,0.0199
ore_ont_4428.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0013,0.0759,0.054,0.0029,0.0246,0.02,0.0199
ore_ont_5159.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0016,0.0698,0.0602,0.0029,0.0214,0.0234,0.0198
ore_ont_13680.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0013,0.0724,0.0487999999999999,0.0031,0.0247,0.0225,0.02
ore_ont_11901.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0016,0.0806,0.044,0.0031,0.0223,0.0275,0.0198
ore_ont_1944.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.0699,0.0508,0.0031,0.0211,0.0217,0.0198
ore_ont_11972.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0016,0.0782,0.0583,0.0029,0.0246,0.0210999999999999,0.0198
ore_ont_8951.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0016,0.0732,0.056,0.0031,0.0259,0.0189,0.0198
ore_ont_14848.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.072,0.0535,0.0031,0.0247,0.0251,0.0197
ore_ont_4936.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0013,0.0719,0.0522,0.0029,0.021,0.022,0.0197
ore_ont_11929.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0014,0.0717,0.0587,0.0029,0.0223,0.0239,0.0198
ore_ont_3789.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0011,0.067,0.0575,0.003,0.0236,0.0215999999999999,0.0195
ore_ont_3852.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0011,0.0808,0.046,0.003,0.0226,0.0198,0.0199
ore_ont_16289.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0012,0.0715,0.0463,0.0028,0.0218,0.0222,0.0198
ore_ont_3987.owl,30,47,456,346,260,61,25,37,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0013,0.0668,0.0553,0.0031,0.0252,0.0246,0.0199
ore_ont_16723.owl,43,45,345,264,138,110,16,12,27,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0013,0.0274,0.0482999999999999,0.0032,0.0244,0.0238,0.0203
ore_ont_3128.owl,232,0,377,136,136,0,0,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0109,0.0331,0.0905,0.0036,0.0157,0.012,0.0228
ore_ont_13132.owl,64,98,591,477,146,302,29,20,31,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0052,0.4259,0.1069,0.0047,0.317,0.2108,0.0272
ore_ont_16626.owl,290,0,609,313,310,0,3,0,6,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0037,0.0393,0.0537,0.0038,0.0173,0.0163,0.0221
ore_ont_3455.owl,66,0,288,191,165,0,26,0,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0012,0.0413,0.0332999999999999,0.0046,0.0247,0.0242,0.0203
ore_ont_13885.owl,36,14,488,397,141,189,67,4,51,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0027,0.0337,0.0643,0.0038,0.0295,0.0326,0.0221
ore_ont_16274.owl,99,115,485,369,126,230,13,6,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0021,0.0243999999999999,0.0516,0.0032,0.0255,0.0252,0.0219
ore_ont_7003.owl,84,0,436,249,166,0,83,0,103,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.001,0.0393,0.0416,0.0027,0.0436,0.0305,0.0197
ore_ont_3205.owl,59,60,362,287,167,119,1,14,2,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0016,0.0226,0.04,0.0035,0.0245,0.0215999999999999,0.0203
ore_ont_11639.owl,284,0,567,283,283,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.001,0.0333,0.0228,0.0039,0.0103,0.0079,0.022
ore_ont_16267.owl,121,163,660,479,172,249,58,0,62,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0019,0.0325,0.0693,0.0037,0.0386,0.0438,0.0238
ore_ont_6378.owl,329,0,666,337,337,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0012,0.0389,0.035,0.0043,0.0108,0.0076,0.0225
ore_ont_11003.owl,130,0,407,257,243,0,14,2,19,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0011,0.0311,0.0422,0.0069,0.0566,0.0403,0.0236
ore_ont_16630.owl,30,152,374,290,98,183,8,16,39,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0023,0.1616,0.0828,0.0034,0.0362,0.0322,
ore_ont_10388.owl,98,1,463,282,224,1,57,9,74,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.055,0.0491,0.0054,0.0375,0.0316,0.0225
ore_ont_11296.owl,28,42,363,286,164,102,20,11,39,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0015,0.0287,0.0434,0.003,0.0264,0.0279,0.0202
ore_ont_16814.owl,28,42,364,287,163,102,22,11,39,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0021,0.0411,0.0569999999999999,0.0032,0.0915,0.0993,0.0231
ore_ont_304.owl,137,1,549,334,304,0,30,0,80,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0028,0.0435,0.0858,0.004,0.0725,0.0762,0.0238
ore_ont_105.owl,295,0,642,347,347,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0011,0.0323,0.0374,0.0037,0.0094,0.0103,0.0221
ore_ont_12107.owl,36,0,465,352,251,0,101,0,78,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0036,0.5108,0.079,0.0085,0.0451,0.044,0.0266
ore_ont_178.owl,49,8,405,275,244,11,20,17,65,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0018,0.0653,0.0583,0.0043,0.0372,0.0376,0.0218
ore_ont_14327.owl,364,0,550,186,186,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0009,0.0395,0.0528,0.0041,0.0082,0.0069,0.0231
ore_ont_7394.owl,437,0,686,249,249,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0084999999999999,0.0495,0.1049,0.0047,0.0124,0.0107,0.0242
ore_ont_16197.owl,65,58,315,227,109,118,0,6,18,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0012,0.0574,0.0406,0.0037,0.0237,0.019,0.0238
ore_ont_541.owl,60,0,353,255,207,0,48,0,40,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0775,0.5035000000000001,0.4158,0.0295,,,0.0458
ore_ont_12150.owl,127,131,445,291,140,132,19,0,28,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0017,0.0262,0.0714,0.0032,0.0282,0.0222,0.0216
ore_ont_10894.owl,148,109,568,411,169,237,5,6,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.004,0.0284,0.0684,0.0034,0.035,0.0372,0.0232
ore_ont_9904.owl,47,1,344,246,196,2,48,1,51,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0013,0.0458,0.0393,0.0034,0.0304,0.0257999999999999,0.0193
ore_ont_9928.owl,167,0,671,500,166,333,1,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0048,0.0269,0.1146,0.0037,0.0135,0.0134,0.0232
ore_ont_5978.owl,167,0,671,500,166,333,1,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0041,0.0289,0.1179,0.0033,0.0136,0.0133,0.0234
ore_ont_1342.owl,58,12,410,279,242,20,17,15,59,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0025,0.0561,0.0598,0.0049,0.0367,0.0435,0.0233
ore_ont_10752.owl,99,0,237,138,138,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0005,0.0176,0.02,0.0036,0.0084,0.0078,0.0191
ore_ont_6338.owl,99,9,519,299,196,5,98,0,121,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0013,0.0456,0.0529,0.0031,0.0815,0.0684,0.0202
ore_ont_7073.owl,97,0,499,288,192,0,96,0,114,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0015,0.0455,0.055,0.0035,0.0564,0.0563,0.0204
ore_ont_10362.owl,111,2,474,309,255,4,50,0,55,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0024,0.0747,0.0545999999999999,0.0071,0.0361,0.0366,0.0242
ore_ont_7789.owl,49,122,538,437,130,290,17,17,36,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0025,0.0423,0.0636999999999999,0.0035,0.0345,0.0311,0.028
ore_ont_13064.owl,41,0,441,331,325,0,6,37,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0434,0.057,0.0065,0.0309,0.0313,0.0238
ore_ont_1988.owl,115,94,428,310,100,210,0,0,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0021,0.0186,0.0761,0.0032,0.0266,0.0304,0.021
ore_ont_16010.owl,214,0,431,217,217,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0006000000000000001,0.0269,0.0282,0.0036,0.0088,0.0069,0.0207
ore_ont_3281.owl,127,83,563,420,189,219,12,6,11,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0034,0.0316,0.0629,0.0035,0.0471,0.038,0.027
ore_ont_7525.owl,98,0,534,373,263,0,110,3,60,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0046,0.4916,0.0751,0.006,0.0477,0.0385,0.023
ore_ont_11004.owl,29,54,518,405,267,109,29,37,47,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.0725,0.0579,0.0027,0.0264,,0.0222
ore_ont_10340.owl,105,2,543,313,208,1,104,0,125,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0016,0.0473,0.0603,0.0032,0.0807,0.0901,0.0213
ore_ont_12007.owl,294,0,620,326,326,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.001,0.034,0.0323,0.0038,0.0095,0.0110999999999999,0.0219
ore_ont_3258.owl,325,0,749,399,362,0,37,0,26,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0065,0.1125,0.1033999999999999,0.0155,0.0943,0.0896,0.0348
ore_ont_11125.owl,59,0,496,320,298,0,22,75,43,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0018,0.0672,0.063,0.0037,0.0313,0.0405,0.0216
ore_ont_4767.owl,335,0,687,347,344,0,3,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0032,0.0455,0.0704,0.0041,0.0134,0.0119,0.0233
ore_ont_2753.owl,249,0,617,366,366,0,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0021,0.0369,0.0481,0.0037,0.012,0.0126,0.0226
ore_ont_14816.owl,111,6,578,335,220,5,110,0,132,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0017,0.0513,0.0582,0.0032,0.0893,0.0739,0.0213
ore_ont_10199.owl,36,84,419,336,120,180,36,0,47,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0014,0.0455,0.0472999999999999,0.003,0.0358,0.0339,0.0202
ore_ont_7800.owl,36,84,419,336,120,180,36,0,47,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0012,0.0495,0.0533999999999999,0.003,0.036,0.0293,0.0201
ore_ont_10769.owl,91,0,471,270,180,0,90,0,110,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0012,0.0438,0.0487999999999999,0.0031,0.0518,0.0316,0.0203
ore_ont_3053.owl,87,85,524,396,203,192,1,20,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.0317
ore_ont_13053.owl,394,0,794,399,399,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0015,0.0448999999999999,0.0349,0.004,0.0121,0.0118,0.0241
ore_ont_11010.owl,256,0,630,372,372,0,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0022,0.0339,0.0448,0.0037,0.0136,0.0135,0.0224
ore_ont_13077.owl,96,30,544,339,158,106,75,19,90,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0066,0.1615,0.1112,0.0038,0.0635,,0.0266
ore_ont_10285.owl,135,30,572,362,142,102,118,7,69,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0022,0.2066,0.0644,0.0051,0.1268,,0.0236
ore_ont_8166.owl,46,0,446,325,291,0,34,24,52,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0016,0.0743,0.0528,0.0038,0.0345,0.0345,0.0208
ore_ont_5404.owl,134,0,708,444,196,0,248,0,133,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.0022,0.1119,0.0578,0.0042,0.0658,0.0665999999999999,0.0243
ore_ont_6495.owl,37,0,463,356,234,0,122,0,70,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.002,0.1224,0.0403,0.0048,0.0389,0.0321,0.0215
ore_ont_11203.owl,59,48,562,334,94,103,137,0,170,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0019,0.0530999999999999,0.0683,0.0031,0.1065,0.102,0.0234
ore_ont_14517.owl,107,18,568,336,212,18,106,0,125,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0013,0.0466,0.0594,0.0033,0.0807,0.0728999999999999,0.0217
ore_ont_14379.owl,80,45,465,342,200,140,2,23,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0061,0.0339,,0.0094,0.0474,,0.0317
ore_ont_15737.owl,111,4,574,332,220,2,110,0,131,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0014,0.0505,0.0586,0.0033,0.09,0.0757,0.021
ore_ont_15672.owl,83,16,402,284,206,49,29,0,36,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.005,1.4215,0.088,0.0114,1.66,0.5473,0.0302
