Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Classification,HermiT_Classification,JFact_Classification,Konclude_Classification,Openllet_Classification,Pellet_Classification,KoncludeCLI_Classification
ore_ont_8388.owl,35196,0,72469,37266,37261,0,5,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,49.4978,10.5705,647.462,0.5371,314.6202,243.0936,1.7166
ore_ont_13664.owl,37696,0,75378,37683,37683,0,0,0,0,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.7601,2.423,8.174,0.1199,0.3039,0.3051,1.075
ore_ont_15791.owl,80,13668,36118,35937,115,35759,63,0,102,0,OWL2_DL - OWL2_QL - OWL2_RL - OWL2_FULL,OWL2_DL,2.1092,0.2175,40.4128,0.1173,0.2693,0.2467,0.5532
ore_ont_11311.owl,8022,22,76021,67974,22769,45179,26,0,25,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,0.2678,,,1.4263
ore_ont_16703.owl,8629,6,91663,83033,9082,73951,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.4854,0.8836,30.3977,0.2158,0.1198,0.1143,1.3665
ore_ont_11597.owl,8629,6,91663,83033,9082,73951,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.5579,0.9809,34.135,0.2117,0.1161,0.114,1.4098
ore_ont_13359.owl,8804,6,92014,83209,9258,73951,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.5614,1.0071,30.2858,0.2156,0.1468,0.1284,1.4763
ore_ont_7401.owl,31664,15412,70816,39143,23723,15412,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,28.9588,3.17,488.5464,0.1104,19.3188,16.3417,1.4351
ore_ont_1833.owl,196,9903,43630,43219,790,42429,0,93,123,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.7208,0.4537,,0.0093,0.9069,,1.5712
ore_ont_9545.owl,23105,0,64139,41006,40983,0,23,0,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,15.9436,2.1516,86.3286,0.1422,79.6839,65.4627,1.0343
ore_ont_1115.owl,9223,7,93964,84737,10610,74124,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,4.0726,1.0448,24.5578,0.2176,0.1475,0.1415,1.4436
ore_ont_16283.owl,23103,0,64132,41000,40977,0,23,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,15.6259,2.18,88.6317,0.1443,77.4105,63.1353,1.0652
ore_ont_13103.owl,15122,0,61638,46295,46142,0,153,0,221,0,OWL2_DL - OWL2_FULL,OWL2_DL,,186.4878,,5.156,,,6.2367
ore_ont_14508.owl,29538,0,59055,29516,29516,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,64.0228,1.9734,286.8492,0.1391,0.4239,0.3057,0.9713
ore_ont_4006.owl,45468,0,90929,45461,45461,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,1.39,2.9724,10.2568,0.1467,0.423,0.2905,1.2506
ore_ont_11500.owl,26899,0,67934,41006,40983,0,23,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,13.5562,2.2831,101.3227,0.1564,83.4458,63.6305,1.1201
ore_ont_14375.owl,405,8626,48690,48262,806,47450,6,1,23,0,OWL2_DL - OWL2_FULL,OWL2_DL,,2.1946,,0.0094,,,1.0788
ore_ont_6478.owl,9555,9,98241,88681,11056,77620,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,4.4302,1.0882,28.2626,0.2297,0.1613,0.1435,2.0721
ore_ont_12317.owl,50738,0,76123,25377,25369,0,8,0,9,0,OWL2_DL - OWL2_FULL,OWL2_DL,175.1437,3.2584,991.3193,0.2552,248.0675,222.5023,1.6917
ore_ont_11196.owl,15042,39,62640,47437,47183,39,215,0,163,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_14776.owl,33603,0,67222,33610,33602,0,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,92.9182,2.2396,390.782,0.1639,122.8544,149.8486,1.1059
ore_ont_1310.owl,41932,0,80730,38789,38781,0,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,64.4631,2.8388,534.3298,0.241,34.0914,38.6339,1.4613
ore_ont_1082.owl,17737,0,68904,50943,50786,0,157,0,225,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,170.9169,18.0,,0.3116,521.8679,422.8113,1.3135
ore_ont_15099.owl,33609,0,67212,33602,33602,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,106.174,2.1819,392.281,0.1645,0.3274,0.3406,1.0964
ore_ont_10006.owl,29610,18,77531,47804,47626,20,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,95.5805,,1.1001,181.7967,75.4436,2.3243
ore_ont_2577.owl,29628,18,77549,47804,47644,2,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,97.2791,,1.1127,80.157,75.7216,2.313
ore_ont_9347.owl,114,13356,56089,55829,368,55447,14,23,123,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.1136,0.8714,44.4116,0.0032,0.333,0.2687,0.8082
ore_ont_8432.owl,9737,9,104083,94341,11276,83060,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.301,1.0853,40.0645,0.2459,0.157,0.1462999999999999,1.5833
ore_ont_15388.owl,25440,0,74843,49394,49392,0,2,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,5.5108,6.8822,133.6617,0.2955,,,1.2536
ore_ont_6102.owl,987,11310,48702,47690,1396,46282,12,0,26,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,0.3918,,0.0071,,,0.6796
ore_ont_4616.owl,32812,0,65126,32313,32313,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,87.8922,2.1353,402.936,0.163,0.3602,0.3328,1.0966
ore_ont_13684.owl,19266,26146,85123,65823,39664,26146,13,0,36,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,2.7006,,0.187,45.0641,31.7309,1.3781
ore_ont_14909.owl,183,31274,56168,55840,373,55447,20,0,146,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,15.8426,0.4621,342.68420000000003,0.2317,0.7838,0.7689,0.8712
ore_ont_2632.owl,31839,18,76465,44509,44349,2,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,107.8354,,1.0072,401.2395,99.0737,2.2251
ore_ont_15991.owl,346,10955,58250,57883,640,57237,6,1,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,436.9654,2.812,,0.0089,,,1.2154
ore_ont_1422.owl,20237,12,49263,28944,28923,21,0,35,48,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3371,1.9565,49.3368,0.1916,1.4573,,1.0123
ore_ont_8634.owl,35575,0,102365,66781,66777,0,4,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,1.6948,5.6457,324.7425,0.4498,3.8591,2.9225,1.7254
ore_ont_11198.owl,35602,0,102424,66813,66809,0,4,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,1.6735,5.64,315.5796,0.416,3.9296,2.9329,1.6817
ore_ont_7455.owl,29849,18,91545,61530,61278,20,232,0,169,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,8.2514,,0.7552,2.6024,2.1977,2.0359
ore_ont_13136.owl,6688,16,105622,98878,19693,79149,36,0,56,0,OWL2_DL - OWL2_FULL,OWL2_DL,,204.3772,,0.6319,,,2.3743
ore_ont_1634.owl,6688,16,105622,98878,19693,79149,36,0,56,0,OWL2_DL - OWL2_FULL,OWL2_DL,,207.4568,,0.6239,,,2.3266
ore_ont_14012.owl,6688,16,105622,98878,19693,79149,36,0,56,0,OWL2_DL - OWL2_FULL,OWL2_DL,,204.8722,,0.6277,,,2.3246
ore_ont_5253.owl,11427,7,115222,103713,14679,88955,79,0,82,0,OWL2_DL - OWL2_FULL,OWL2_DL,7.9958,1.4715,134.8853,0.2768,1.6603,1.3806,1.8686
ore_ont_5193.owl,8633,73951,91668,83035,9084,73951,0,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,5.5301,0.8604,30.8762,0.2397,1.3403,1.0402,1.2998
ore_ont_5059.owl,4322,17296,41406,36399,6321,29985,93,0,686,0,OWL2_DL - OWL2_FULL,OWL2_DL,3.9308,9.3492,67.8179,0.0243,2.0754,1.7887,1.0043
ore_ont_7256.owl,37836,0,75518,37681,37681,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,125.4898,2.3951,545.2687,0.1865,0.3549,0.3711,1.2592
ore_ont_14365.owl,37840,0,75523,37683,37683,0,0,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,132.598,2.5193,619.1851,0.1879,0.377,0.3859,1.2663
ore_ont_9816.owl,54315,0,108619,54304,54304,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,1.0556,3.5378,9.248,0.1835,0.4001,0.3082,1.5242
ore_ont_7540.owl,54721,0,109431,54710,54710,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,1.1207,3.5385,9.2739,0.186,0.4125,0.3198,1.5177
ore_ont_9724.owl,23136,0,61782,37696,36205,0,1491,0,950,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,8.975,,,10.6115
ore_ont_14572.owl,23136,0,61782,37696,36205,0,1491,0,950,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,9.0189,,,10.726
ore_ont_7361.owl,23136,0,61782,37696,36205,0,1491,0,950,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,9.129,,,10.5744
ore_ont_15536.owl,583,11934,64411,63804,1092,62706,6,1,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,6.2940000000000005,,0.0233,,,2.1852
ore_ont_10965.owl,10288,11,130464,120169,11846,108314,9,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,11.0128,1.1392,422.4572,0.3016,0.1752,0.1527,2.064
ore_ont_1840.owl,10288,11,130464,120169,11846,108314,9,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,10.9398,1.1911,415.0561,0.307,0.1919,0.1541,2.1221
ore_ont_13220.owl,54092,0,104287,50186,50178,0,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,125.107,3.8564,1002.3056,0.3072,75.1254,85.6215,2.0101
ore_ont_4141.owl,106,14334,67098,66909,308,66581,20,34,49,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,1.1133
ore_ont_14312.owl,27652,0,74662,46940,46940,0,0,0,70,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.5099,3.2484,96.1881,0.2166,3.4026,3.3764,1.2348
ore_ont_11110.owl,16302,7,129647,113341,32286,81052,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.3736,2.4541,516.6127,0.1743,2.0194,1.7123,2.0902
ore_ont_3737.owl,16303,7,129649,113342,32287,81052,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.3939,2.5172,556.3265,0.2009,2.1093,1.8516,2.0426
ore_ont_191.owl,16303,7,129649,113342,32287,81052,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.455,2.4554,571.5198,0.1858,2.0559,1.8761,2.1011
ore_ont_14879.owl,45462,0,90940,45469,45461,0,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,218.3011,2.9449,779.0917000000001,0.2352,267.7868,341.6188,1.4874
ore_ont_7389.owl,1007,15078,62478,61446,1447,59987,12,0,26,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,0.4886,,0.008,,,0.8627
ore_ont_5544.owl,60,17941,65534,65459,216,65240,3,0,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.0052,0.28,59.7866,0.0033,0.3611,0.3369999999999999,1.1201
ore_ont_16684.owl,45468,0,90930,45461,45461,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,263.2873,2.928,766.6157000000001,0.2213,0.4252,0.4071,1.4779
ore_ont_10778.owl,39853,0,120625,80764,80761,0,3,0,8,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,1.5944,7.0232,376.9764,0.5092,4.5556,3.9363,2.0233
ore_ont_3414.owl,38919,0,119362,80435,80428,0,7,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.9784,7.8842,427.3572,0.5058,4.8838,4.7804,2.1024
ore_ont_13243.owl,38958,0,119500,80529,80523,0,6,0,13,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,1.8006,7.7606,397.9005,0.5193,5.3162,4.6505,1.9971
ore_ont_7416.owl,17295,7,135269,117881,34237,83567,77,0,93,0,OWL2_DL - OWL2_FULL,OWL2_DL,,3.3517,,0.2106,,,2.2821
ore_ont_7607.owl,273,33080,86320,85987,342,85639,6,37,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.1731,,,0.0048,0.7122,,1.2501
ore_ont_7956.owl,36512,0,112844,76320,76309,0,11,0,13,0,OWL2_DL - OWL2_FULL,OWL2_DL,,36.8481,,0.9499,,,2.952
ore_ont_1059.owl,36495,0,112910,76399,76388,0,11,0,17,0,OWL2_DL - OWL2_FULL,OWL2_DL,,47.1361,,1.1938,,,3.2787
ore_ont_9894.owl,29036,0,91018,61953,61930,0,23,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,28.3461,2.5568,244.2792,0.2047,252.8155,192.7104,1.4631
ore_ont_6108.owl,19145,20,141294,122062,35885,86099,78,0,87,0,OWL2_DL - OWL2_FULL,OWL2_DL,657.4756,2.9597,911.5735,0.1947,4.7246,3.7218,2.3843
ore_ont_11495.owl,37963,0,117003,79020,79008,0,12,0,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,,38.5268,,0.8899,,,2.9993
ore_ont_5103.owl,369,14353,75402,75012,666,74340,6,1,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,,5.5522,,0.0094,,,1.6123
ore_ont_1966.owl,20515,7,143139,122596,38131,84424,41,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,27.3074,3.6114,831.5572999999999,0.3501,3.2582,2.8859,2.5386
ore_ont_6664.owl,32675,0,102820,70140,70136,0,4,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,39.8312,2.3253,238.5501,0.2003,145.6027,90.2633,1.5462
ore_ont_773.owl,8849,0,146151,137300,9243,128056,1,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,120.1635,1.2329,773.5063,0.3595,0.2787,0.218,2.2638
ore_ont_7803.owl,18672,7,145563,126796,37397,89323,76,0,95,0,OWL2_DL - OWL2_FULL,OWL2_DL,,5.4711,,0.2487,,27.5673,2.5513
ore_ont_10930.owl,29076,0,91233,62064,61974,0,90,0,93,0,OWL2_DL - OWL2_FULL,OWL2_DL,29.3844,2.6364,206.6596,0.2029,,199.1199,1.4536
ore_ont_269.owl,19162,0,85089,65926,65926,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,25.3801,2.4623,122.7758,0.1341,0.528,0.4089,1.1735
ore_ont_2291.owl,36504,0,159150,122646,36500,86146,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,6.8199000000000005,3.3856,49.4415,0.1946,0.7928,0.6231,2.5587
ore_ont_7111.owl,18069,0,93432,75134,74980,0,154,0,229,0,OWL2_DL - OWL2_FULL,OWL2_DL,,797.1272,,10.2024,,,11.6747
ore_ont_4487.owl,34485,0,107107,72593,72570,0,23,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,40.2033,2.9506,332.0091,0.2424,340.0228,232.5371,1.7089
ore_ont_14934.owl,34642,0,107683,73008,72980,0,28,0,34,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,1224.9803,3.4274,,0.2651,1.1974,0.8079999999999999,1.6603
ore_ont_15557.owl,38593,0,166980,128387,38589,89798,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,7.6308,3.5604,52.9072,0.2141,0.7276,0.6223,2.5668
ore_ont_3954.owl,9161,0,158179,149016,9567,139447,2,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,161.2626,1.1969,873.2332,0.3848,0.2808,0.2409,2.5486
ore_ont_14543.owl,25844,7,165203,139358,40464,98893,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,8.1415,3.2226,630.0814,0.2062,3.4263,2.7483,2.5764
ore_ont_1272.owl,38013,0,109096,71051,71024,0,27,0,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,83.9103,3.594,218.7141,0.3135,309.9603,200.9847,1.7917
ore_ont_6315.owl,38929,0,128495,89553,89547,0,6,0,13,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,24.6793,,0.7296,108.9464,56.1141,2.5733
ore_ont_4617.owl,59006,0,149569,90553,90547,0,6,0,10,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,24.3871,4.5765,195.1784,0.3943,1.2223,0.8711,2.2988
ore_ont_11817.owl,38958,0,128631,89660,89654,0,6,0,13,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,24.3745,,0.7398,86.6546,55.159,2.5827
ore_ont_5849.owl,38035,18,109442,71290,71112,20,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,257.3272,,1.5757,,269.9469,3.0863
ore_ont_3282.owl,38053,18,109460,71290,71130,2,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,224.993,,1.3587,,265.0962,3.0802
ore_ont_10175.owl,39007,0,128846,89826,89820,0,6,0,13,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,24.5749,,0.6863,98.769,57.4849,2.6176
ore_ont_2302.owl,39026,0,128938,89904,89897,0,7,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,,35.2864,,0.9808,,,3.2177
ore_ont_6120.owl,16307,81052,129654,113344,32289,81052,3,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,5.8121,2.5088,575.3554,0.192,4.1589,3.3634,2.0318
ore_ont_5755.owl,9220,0,162239,153017,9627,143388,2,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,164.9546,1.2415,904.1017,0.4041,0.2994,0.2308,2.6918
ore_ont_9567.owl,9220,0,162239,153017,9627,143388,2,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,166.44,1.3971,907.7209,0.4042,0.29,0.2029,2.8186
ore_ont_15237.owl,304,15433,84241,83916,596,83314,6,1,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,,7.9156,,0.0075,,,1.4736
ore_ont_15249.owl,54305,0,108626,54312,54304,0,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,556.8654,3.6483,1209.3277,0.2677,644.4103,570.7089,1.8606
ore_ont_14881.owl,20485,13,158302,137705,39088,98536,81,0,112,0,OWL2_DL - OWL2_FULL,OWL2_DL,,4.6163,,0.2314,,,2.8961
ore_ont_12448.owl,19748,9,163906,144153,41178,102970,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,9.5133,3.3962,636.9607,0.2647,3.7653,2.8508,2.7739
ore_ont_9046.owl,10292,108314,130469,120171,11848,108314,9,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,11.4455,1.1305,437.3067,0.3261,2.6348,2.0357,1.8851
ore_ont_15172.owl,10292,108314,130469,120171,11848,108314,9,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,11.3214,1.0971,452.9266,0.3291,2.5825,2.1071,1.8658
ore_ont_14556.owl,338,17388,90521,90161,619,89536,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,1080.7412,4.6332,,0.0084,776.351,576.9113,1.4939
ore_ont_7914.owl,17680,11,161922,144081,35398,108512,171,0,161,15,OWL2_DL - OWL2_FULL,OWL2_DL,,,,2.8363,,,5.4948
ore_ont_11559.owl,68466,0,137530,69065,69065,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,1.0776,4.5238000000000005,9.8591,0.2617,0.5618,0.476,2.1341
ore_ont_6726.owl,39875,0,125677,85797,85793,0,4,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,146.1575,2.9895,373.293,0.2705,189.0056,162.9181,1.9142
ore_ont_13902.owl,20336,0,99121,78784,78784,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,49.945,2.3393,124.2086,0.1586,0.4387,0.4196999999999999,1.3409
ore_ont_3816.owl,346,5162,98088,97605,462,96929,214,27,110,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,1.3416
ore_ont_13708.owl,61321,4912,130226,68580,62953,5112,515,4,322,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,4.076
ore_ont_11457.owl,61321,4912,130226,68580,62953,5112,515,4,322,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,3.9433
ore_ont_16315.owl,4895,58273,108506,103494,2537,100799,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,0.5744,,,9.9486
ore_ont_10008.owl,41685,0,129964,88250,88227,0,23,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,53.5091,3.4781,427.0243,0.3152,447.713,353.3008,2.0815
ore_ont_8723.owl,5116,58273,109313,104031,2983,100816,232,0,169,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,43.1257,,0.5341,,,8.5358
ore_ont_16184.owl,61736,4912,131727,69349,63260,5112,977,0,644,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,3.9929
ore_ont_795.owl,47145,0,153762,106608,106598,0,10,0,10,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,1001.0684,40.5926,,1.0071,42.5071,58.2027,3.3868
ore_ont_14025.owl,42720,0,115519,72705,72615,0,90,0,94,0,OWL2_DL - OWL2_FULL,OWL2_DL,166.2283,3.5129,670.9307,0.299,,377.0724,2.1605
ore_ont_12522.owl,2089,21399,90308,88194,3007,85175,12,0,26,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,0.7649,,0.0127,,,1.2921
ore_ont_1123.owl,45002,7,141935,96686,52604,43899,183,47,201,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_3873.owl,25609,0,189561,163944,26367,137569,8,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,56.8206,3.1657,875.1247,0.3285,2.4927,2.5271,3.3296
ore_ont_5781.owl,8853,128056,146156,137302,9245,128056,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,120.4917,1.0823,740.2621,0.3819,271.2245,235.2902,2.1673
ore_ont_16511.owl,14,22122,87095,86996,153,86805,38,28,58,0,OWL2_DL - OWL2_FULL,OWL2_DL,4.2777,0.5759000000000001,94.1953,0.0032,0.5927,0.5496,1.4024
ore_ont_4782.owl,37337,0,120469,83039,82949,0,90,0,93,0,OWL2_DL - OWL2_FULL,OWL2_DL,52.1837,3.354,326.8727,0.2915,,402.143,1.9953
ore_ont_11207.owl,1083,18177,103286,102179,2191,99982,6,1,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,12.0035,,0.0525,,,4.5057
ore_ont_3794.owl,28466,0,74387,44956,43365,0,1591,2,964,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,16.2638,,,17.8532
ore_ont_1270.owl,9312,40125,122455,101733,29811,65120,6802,69,11312,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,0.1523,369.9871,258.6587,3.635
ore_ont_6816.owl,19752,102970,163911,144155,41180,102970,5,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,9.0211,3.1536,639.05,0.2664,5.8476,4.6327,2.557
ore_ont_15372.owl,194,33238,116610,116404,213,116181,10,2,10,0,OWL2_DL - OWL2_QL - OWL2_RL - OWL2_FULL,OWL2_DL,8.770199999999999,0.7355,218.4175,0.0037,0.7006,0.5784,1.6374
ore_ont_10127.owl,689,20373,107500,106790,1236,105548,6,1,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,,11.3509,,0.0354,,,3.4909
ore_ont_15696.owl,106896,0,213790,106894,106894,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.4155,10.2093,3.6464,0.715,3.293,3.0422,3.3488
ore_ont_8557.owl,12053,0,102336,90282,90282,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,12.9139,1.2338,42.7686,0.0954,0.3966,0.3537,1.2408
ore_ont_3508.owl,35836,0,104508,68554,68554,0,0,39,79,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.1901,5.0513,193.3901,0.335,3.0543,2.7742,1.93
ore_ont_11293.owl,44271,0,159204,114924,114922,0,2,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,31.1374,19.666,500.1692000000001,0.7044,,,2.7977
ore_ont_4166.owl,9164,139447,158184,149018,9571,139447,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,135.4216,1.1677,826.5506,0.4078,302.2763,247.4609,2.5137
ore_ont_15929.owl,44271,0,160026,115746,115744,0,2,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,33.7186,19.5217,601.995,0.7042,,,2.7694
ore_ont_8858.owl,9224,143388,162244,153019,9629,143388,2,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,143.8055,1.2328,883.3868,0.4332,301.5464,253.9297,2.5248
ore_ont_10248.owl,44857,0,162912,118046,118044,0,2,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,37.2057,20.1597,531.9630999999999,0.7226,,,2.8019
ore_ont_5612.owl,44861,0,162917,118048,118046,0,2,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,37.7505,20.1103,592.3679,0.7239,,,2.7953
ore_ont_13276.owl,32509,0,144151,111371,111205,0,166,0,271,0,OWL2_DL - OWL2_FULL,OWL2_DL,,999.8529,,14.5423,,,16.2554
ore_ont_13928.owl,53085,106,154828,101626,101360,108,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,2.0355,,536.9466,4.5138
ore_ont_15226.owl,53103,18,154846,101626,101466,2,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,224.7209,,2.047,,526.648,4.4631
ore_ont_9835.owl,46247,0,160649,114139,113985,0,154,0,263,0,OWL2_DL - OWL2_FULL,OWL2_DL,,952.135,,7.1882,,,10.4163
ore_ont_7127.owl,65370,0,186268,120879,120864,0,15,0,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,,56.544,,1.4392,,,4.8436
ore_ont_5289.owl,50770,18,149005,98118,97940,20,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,220.5584,,2.0536,,533.7274,4.441
